Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_9_281,VPWR,li1,135.4700,35.3600,1.799986
FILLER_9_273,VPWR,li1,131.7900,35.3600,1.799986
FILLER_9_265,VPWR,li1,128.3400,35.3600,1.799986
FILLER_9_248,VPWR,li1,120.5200,35.3600,1.799987
FILLER_9_225,VPWR,li1,110.4000,35.3600,1.799987
FILLER_9_216,VPWR,li1,106.7200,35.3600,1.799987
FILLER_9_209,VPWR,li1,102.3500,35.3600,1.799987
FILLER_9_201,VPWR,li1,99.8200,35.3600,1.799988
FILLER_9_190,VPWR,li1,94.3000,35.3600,1.799988
FILLER_9_178,VPWR,li1,90.1600,35.3600,1.799988
FILLER_9_173,VPWR,li1,85.3300,35.3600,1.799989
FILLER_9_169,VPWR,li1,83.4900,35.3600,1.799989
FILLER_9_167,VPWR,li1,82.5700,35.3600,1.799989
FILLER_9_159,VPWR,li1,80.5000,35.3600,1.799990
FILLER_9_153,VPWR,li1,76.3600,35.3600,1.799990
FILLER_9_141,VPWR,li1,73.1400,35.3600,1.799990
FILLER_9_133,VPWR,li1,67.3900,35.3600,1.799991
FILLER_9_121,VPWR,li1,63.9400,35.3600,1.799991
FILLER_9_113,VPWR,li1,58.4200,35.3600,1.799992
FILLER_9_110,VPWR,li1,56.5800,35.3600,1.799992
FILLER_9_102,VPWR,li1,54.2800,35.3600,1.799993
FILLER_9_97,VPWR,li1,50.3700,35.3600,1.799993
FILLER_9_85,VPWR,li1,47.3800,35.3600,1.799994
FILLER_9_83,VPWR,li1,43.9300,35.3600,1.799995
FILLER_9_76,VPWR,li1,41.1700,35.3600,1.799995
FILLER_9_64,VPWR,li1,37.7200,35.3600,1.799995
FILLER_9_57,VPWR,li1,32.4300,35.3600,1.799996
FILLER_9_53,VPWR,li1,30.5900,35.3600,1.799997
FILLER_9_45,VPWR,li1,28.0600,35.3600,1.799997
FILLER_9_29,VPWR,li1,21.6200,35.3600,1.799998
FILLER_9_26,VPWR,li1,17.9400,35.3600,1.799998
FILLER_9_10,VPWR,li1,12.8800,35.3600,1.799998
FILLER_8_276,VPWR,li1,133.4000,35.3600,1.799986
FILLER_8_264,VPWR,li1,129.7200,35.3600,1.799986
FILLER_8_253,VPWR,li1,123.7400,35.3600,1.799986
FILLER_8_232,VPWR,li1,112.4700,35.3600,1.799987
FILLER_8_226,VPWR,li1,110.8600,35.3600,1.799987
FILLER_8_197,VPWR,li1,96.6000,35.3600,1.799988
FILLER_8_195,VPWR,li1,95.4500,35.3600,1.799988
FILLER_8_191,VPWR,li1,93.6100,35.3600,1.799988
